,year,sex,ahe
855,1992,male,6.981947899
856,1992,male,11.37422848
857,1992,female,10.05400467
858,1992,female,8.936893463
859,1992,male,21.78367805
860,1992,female,21.22512054
861,1992,female,16.19811821
862,1992,male,11.84138393
863,1992,male,16.75667572
864,1992,female,13.40534019
865,1992,female,6.25582552
866,1992,male,19.54945564
867,1992,male,5.605869293
868,1992,female,23.82799149
869,1992,female,13.36065578
870,1992,male,9.272027016
871,1992,male,18.15306473
872,1992,female,15.41614151
873,1992,male,15.63956356
874,1992,male,17.87378693
875,1992,female,19.4986763
876,1992,male,12.28822899
877,1992,male,20.66656685
878,1992,female,15.08100796
879,1992,female,11.91585827
880,1992,female,10.05400467
881,1992,female,17.87378693
882,1992,male,16.75667572
883,1992,female,13.9638958
884,1992,female,13.9638958
885,1992,male,6.834095001
886,1992,female,12.16410446
887,1992,male,10.05400467
888,1992,male,7.44741106
889,1992,male,12.9088459
890,1992,female,16.19811821
891,1992,female,8.092853546
892,1992,female,16.75667572
893,1992,male,20.10800934
894,1992,male,10.05400467
895,1992,male,19.54945564
896,1992,female,30.72057152
897,1992,female,12.41235161
898,1992,male,22.34223557
899,1992,female,8.504508972
900,1992,male,9.74933815
901,1992,female,10.92286968
902,1992,male,12.18892956
903,1992,female,8.329184532
904,1992,male,19.8597641
905,1992,male,13.40534019
906,1992,female,11.78045082
907,1992,female,16.75667572
908,1992,male,13.9638958
909,1992,male,13.40534019
910,1992,female,16.30983162
911,1992,male,22.90637589
912,1992,male,14.29902935
913,1992,female,10.36679649
914,1992,male,11.41936398
915,1992,male,14.89482212
916,1992,male,25.13501167
917,1992,female,17.42694283
918,1992,male,28.05191612
919,1992,male,14.52245235
920,1992,female,13.63332176
921,1992,female,6.702670097
922,1992,female,16.75667572
923,1992,male,17.87378693
924,1992,female,9.830582619
925,1992,male,16.19811821
926,1992,female,10.85194206
927,1992,male,19.27017593
928,1992,female,7.847709179
929,1992,female,12.95849514
930,1992,female,14.0756073
931,1992,male,15.88781071
932,1992,female,14.52245235
933,1992,female,14.52245235
934,1992,female,13.9638958
935,1992,female,15.63956356
936,1992,female,11.61796188
937,1992,female,7.81978178
938,1992,male,16.98009872
939,1992,female,11.17111778
940,1992,male,14.0756073
941,1992,female,19.54945564
942,1992,male,9.92988205
943,1992,female,22.34223557
944,1992,male,12.06480598
945,1992,female,10.99237919
946,1992,female,11.17111778
947,1992,female,17.20304489
948,1992,male,18.18553925
949,1992,male,15.1491251
950,1992,male,21.34924507
951,1992,female,21.62057877
952,1992,female,11.17111778
953,1992,female,16.88079834
954,1992,male,13.40534019
955,1992,female,2.792779446
956,1992,female,17.09348488
957,1992,male,6.860016346
958,1992,female,12.47813797
959,1992,female,11.72967339
960,1992,male,10.92286968
961,1992,male,12.84678459
962,1992,female,14.68203926
963,1992,male,17.37729263
964,1992,male,4.468446732
965,1992,female,14.94447231
966,1992,female,15.08100796
967,1992,female,12.84678459
968,1992,female,10.97251987
969,1992,female,18.61852837
970,1992,female,13.6233139
971,1992,male,32.44943619
972,1992,female,11.91585827
973,1992,female,13.38020515
974,1992,female,12.16410446
975,1992,male,11.72967339
976,1992,female,10.05400467
977,1992,male,17.59450912
978,1992,male,8.37833786
979,1992,male,21.22512054
980,1992,male,25.13501167
981,1992,male,18.43234253
982,1992,male,12.18667316
983,1992,male,5.585558891
984,1992,female,16.75667572
985,1992,female,13.40534019
986,1992,male,17.37729263
987,1992,female,12.10204315
988,1992,male,15.63956356
989,1992,male,14.52245235
990,1992,female,12.88974953
991,1992,female,16.19811821
992,1992,male,20.55485535
993,1992,male,17.63860512
994,1992,female,11.42246723
995,1992,female,13.9638958
996,1992,female,16.75667572
997,1992,male,19.07262421
998,1992,male,18.61852837
999,1992,male,20.66656685
1000,1992,female,20.10800934
1001,1992,male,20.94584465
1002,1992,female,15.63956356
1003,1992,male,24.2040863
1004,1992,male,12.9088459
1005,1992,male,6.093336582
1006,1992,female,4.005088806
1007,1992,male,22.04433823
1008,1992,male,20.10800934
1009,1992,male,16.03055191
1010,1992,male,26.72131157
1011,1992,female,39.65746689
1012,1992,female,16.75667572
1013,1992,male,13.40534019
1014,1992,female,18.61852837
1015,1992,female,21.67728615
1016,1992,female,9.92988205
1017,1992,female,11.61796188
1018,1992,male,21.87467194
1019,1992,male,16.53325272
1020,1992,male,12.10204315
1021,1992,male,13.40534019
1022,1992,male,16.75667572
1023,1992,male,25.91699028
1024,1992,female,17.87378693
1025,1992,male,15.57863045
1026,1992,female,14.89482212
1027,1992,male,16.48856735
1028,1992,male,12.09906387
1029,1992,female,8.30139637
1030,1992,female,20.10800934
1031,1992,female,16.38430405
1032,1992,female,13.40534019
1033,1992,male,15.63956356
1034,1992,female,18.99089813
1035,1992,male,34.51651764
1036,1992,female,23.45934677
1037,1992,female,12.9088459
1038,1992,male,23.38140678
1039,1992,male,22.34223557
1040,1992,female,8.37833786
1041,1992,female,25.32119942
1042,1992,male,22.34223557
1043,1992,male,13.9638958
1044,1992,female,16.19811821
1045,1992,female,12.84678459
1046,1992,female,12.84678459
1047,1992,female,18.99089813
1048,1992,female,16.47739792
1049,1992,female,12.41235161
1050,1992,female,13.17229176
1051,1992,male,11.95309544
1052,1992,male,16.98009872
1053,1992,female,15.63956356
1054,1992,male,16.2318821
1055,1992,male,25.8176918
1056,1992,male,15.88781071
1057,1992,female,19.46965981
1058,1992,female,16.75667572
1059,1992,female,12.84678459
1060,1992,male,13.9638958
1061,1992,male,16.98121452
1062,1992,male,14.52245235
1063,1992,female,12.06480598
1064,1992,female,10.89183903
1065,1992,female,14.63416386
1066,1992,male,17.08882904
1067,1992,male,23.45934677
1068,1992,female,14.52245235
1069,1992,female,26.81068039
1070,1992,female,12.4478159
